dataset_name	Encoder	validation_type	sample_type	train_shape	test_shape	mean_target_before_sampling_train	mean_target_after_sampling_train	mean_target_test	num_cat_cols	train_score	val_score	test_score	time	features_before_encoding	features_after_encoding	avg_tress_number	train_prop_size
adult	CatBoostEncoder	Single	gan	6105	29306	0.23361998361998362	0.3868959868959869	0.23995086330444276	8	0.9643542299126151	0.9215707610412934	0.852855730107893	2.577143430709839	14	14	40	0.25
adult	CatBoostEncoder	Single	gan	14652	29306	0.23474610974610974	0.4224679224679225	0.23995086330444276	8	0.9791659801783968	0.9516803799287248	0.8952397526391495	5.079102039337158	14	14	165	0.5
adult	CatBoostEncoder	Single	gan	25641	29306	0.23744198744198744	0.564057564057564	0.23995086330444276	8	0.9774536571575293	0.9655222496928223	0.8646375819340936	4.192373991012573	14	14	51	0.75
adult	CatBoostEncoder	Single	sample_original	1024	29306	0.23668032786885246	0.2255859375	0.23995086330444276	8	0.9800756039427319	0.8421736597006977	0.8876648999128958	2.370562791824341	14	14	65	0.05
adult	CatBoostEncoder	Single	sample_original	2148	29306	0.24270353302611367	0.2532588454376164	0.23995086330444276	8	0.9861732005759378	0.8412644823955254	0.8810382421160062	2.72615122795105	14	14	87	0.1
adult	CatBoostEncoder	Single	sample_original	6105	29306	0.23361998361998362	0.23095823095823095	0.23995086330444276	8	0.9262703787415312	0.8858975520963149	0.8959786368410068	2.753687858581543	14	14	42	0.25
adult	CatBoostEncoder	Single	sample_original	14652	29306	0.23474610974610974	0.2308899808899809	0.23995086330444276	8	0.9100725384410294	0.8825036397065548	0.8970955438333802	3.8601276874542236	14	14	64	0.5
adult	CatBoostEncoder	Single	sample_original	25641	29306	0.23744198744198744	0.23294723294723294	0.23995086330444276	8	0.9341026630291239	0.8953411238314624	0.912838220265893	6.400696754455566	14	14	184	0.75
employee	CatBoostEncoder	Single	None	655	19662	0.9404580152671755	0.9404580152671755	0.9421218594242702	9	0.8574978229171155	0.6160597205050392	0.5376888159909587	2.1917824745178223	9	9	17	0.05
employee	CatBoostEncoder	Single	None	1310	19662	0.9396946564885497	0.9396946564885497	0.9421218594242702	9	0.903871914678855	0.521004390079326	0.5498886117055574	2.478717803955078	9	9	16	0.1
employee	CatBoostEncoder	Single	None	3276	19662	0.9377289377289377	0.9377289377289377	0.9421218594242702	9	0.8387308459573963	0.5478813781285504	0.541631428415291	2.755147695541382	9	9	13	0.25
employee	CatBoostEncoder	Single	None	6553	19662	0.9410956813673127	0.9410956813673127	0.9421218594242702	9	0.8435260045008717	0.5714672460292307	0.5968346199050565	3.289389133453369	9	9	31	0.5
employee	CatBoostEncoder	Single	None	9830	19662	0.9429298067141404	0.9429298067141404	0.9421218594242702	9	0.7700627326608164	0.5572643636687524	0.6047351433887695	3.9642112255096436	9	9	61	0.75
employee	CatBoostEncoder	Single	gan	687	19662	0.9404580152671755	0.9432314410480349	0.9421218594242702	9	0.9294351017812119	0.5967550472783032	0.5691309502440002	2.377863645553589	9	9	77	0.05
employee	CatBoostEncoder	Single	gan	1441	19662	0.9396946564885497	0.945176960444136	0.9421218594242702	9	0.9171099370426935	0.5328193344645551	0.5059988912877571	2.5225038528442383	9	9	23	0.1
employee	CatBoostEncoder	Single	gan	4095	19662	0.9377289377289377	0.9501831501831501	0.9421218594242702	9	0.8632844864380627	0.5733728644924116	0.5250210717943833	2.941354751586914	9	9	28	0.25
employee	CatBoostEncoder	Single	gan	9829	19662	0.9410956813673127	0.9598127988605148	0.9421218594242702	9	0.7717158950022815	0.6473914752875848	0.5719551731492399	3.41788911819458	9	9	4	0.5
employee	CatBoostEncoder	Single	gan	17202	19662	0.9429298067141404	0.9667480525520288	0.9421218594242702	9	0.8868439406407245	0.7010561954836108	0.6020863211132739	5.74671196937561	9	9	107	0.75
employee	CatBoostEncoder	Single	sample_original	687	19662	0.9404580152671755	0.9432314410480349	0.9421218594242702	9	0.892207108066352	0.5881078030496635	0.5588777101591286	2.3120646476745605	9	9	41	0.05
employee	CatBoostEncoder	Single	sample_original	1441	19662	0.9396946564885497	0.945176960444136	0.9421218594242702	9	0.9105744772730281	0.5817287211358902	0.5083986185783209	2.5556788444519043	9	9	26	0.1
employee	CatBoostEncoder	Single	sample_original	4095	19662	0.9377289377289377	0.9391941391941392	0.9421218594242702	9	0.8347272230137334	0.5749850436180417	0.5445894254316539	2.9585955142974854	9	9	25	0.25
employee	CatBoostEncoder	Single	sample_original	9829	19662	0.9410956813673127	0.9384474514192696	0.9421218594242702	9	0.7861733326006606	0.5720584718432115	0.5704311919102526	3.5040416717529297	9	9	10	0.5
employee	CatBoostEncoder	Single	sample_original	17202	19662	0.9429298067141404	0.9450645273805371	0.9421218594242702	9	0.7690751192353558	0.576197312394728	0.6096386998446702	5.370056629180908	9	9	92	0.75
mortgages	CatBoostEncoder	Single	None	912	27386	0.7763157894736842	0.7763157894736842	0.7893084057547652	9	0.9569518669341814	0.6219996357665105	0.5975373928677262	2.4561352729797363	19	19	30	0.05
mortgages	CatBoostEncoder	Single	None	1825	27386	0.7797260273972603	0.7797260273972603	0.7893084057547652	9	0.9071498432071694	0.6354816393487632	0.6131081933339063	2.498446464538574	19	19	18	0.1
mortgages	CatBoostEncoder	Single	None	4564	27386	0.7865907099035934	0.7865907099035934	0.7893084057547652	9	0.9019594727508462	0.621371441067906	0.6364322892279549	3.0621771812438965	19	19	46	0.25
mortgages	CatBoostEncoder	Single	None	9128	27386	0.7853856266432954	0.7853856266432954	0.7893084057547652	9	0.8534152166259004	0.6354931025050673	0.653587648343162	3.783792734146118	19	19	87	0.5
mortgages	CatBoostEncoder	Single	None	13692	27386	0.7879053461875548	0.7879053461875548	0.7893084057547652	9	0.8472016415045802	0.6562038901988799	0.6753054296066718	4.733774662017822	19	19	94	0.75
mortgages	CatBoostEncoder	Single	gan	957	27386	0.7763157894736842	0.786833855799373	0.7893084057547652	9	0.939659739381808	0.6163126043180961	0.6027468019067974	2.4967386722564697	19	19	46	0.05
mortgages	CatBoostEncoder	Single	gan	2007	27386	0.7797260273972603	0.7997010463378177	0.7893084057547652	9	0.983145339059089	0.6609822699126957	0.619393835941539	2.7110533714294434	19	19	46	0.1
mortgages	CatBoostEncoder	Single	gan	5705	27386	0.7865907099035934	0.8292725679228746	0.7893084057547652	9	0.8963424681896441	0.699274272063823	0.6339991791496639	3.1721582412719727	19	19	45	0.25
mortgages	CatBoostEncoder	Single	gan	13692	27386	0.7853856266432954	0.8569237510955302	0.7893084057547652	9	0.8794340464771435	0.7679436604859984	0.6327580098251888	3.8494341373443604	19	19	36	0.5
mortgages	CatBoostEncoder	Single	gan	23961	27386	0.7879053461875548	0.8616084470598055	0.7893084057547652	9	0.9755118322911003	0.7869008438365362	0.6186028033666571	10.492693901062012	19	19	476	0.75
mortgages	CatBoostEncoder	Single	sample_original	957	27386	0.7763157894736842	0.7575757575757576	0.7893084057547652	9	0.934040660794276	0.6276841366550767	0.575075710976015	2.3680293560028076	19	19	24	0.05
mortgages	CatBoostEncoder	Single	sample_original	2007	27386	0.7797260273972603	0.7747882411559541	0.7893084057547652	9	0.9965417266065618	0.6916640558441202	0.6345660453390325	3.2200515270233154	19	19	113	0.1
mortgages	CatBoostEncoder	Single	sample_original	5705	27386	0.7865907099035934	0.7782646801051709	0.7893084057547652	9	0.9704967751842751	0.7198687818253034	0.6499378028278687	4.217786073684692	19	19	172	0.25
mortgages	CatBoostEncoder	Single	sample_original	13692	27386	0.7853856266432954	0.7884896289804265	0.7893084057547652	9	0.9336765448952681	0.7434918857339071	0.6622976817993476	5.424570322036743	19	19	158	0.5
mortgages	CatBoostEncoder	Single	sample_original	23961	27386	0.7879053461875548	0.791327573974375	0.7893084057547652	9	0.9350927627392593	0.7573637753339764	0.6689071706303952	9.380746364593506	19	19	345	0.75
poverty_A	CatBoostEncoder	Single	None	751	22536	0.5619174434087882	0.5619174434087882	0.5274671636492723	38	0.8859743934446591	0.5620650101532454	0.5401530752584143	7.994302988052368	40	40	79	0.05
poverty_A	CatBoostEncoder	Single	None	1502	22536	0.5679094540612517	0.5679094540612517	0.5274671636492723	38	0.831990567462373	0.5293249059135732	0.5088747165207526	7.762101411819458	40	40	3	0.1
poverty_A	CatBoostEncoder	Single	None	3756	22536	0.5362087326943556	0.5362087326943556	0.5274671636492723	38	0.858324953012095	0.5982342354289758	0.6306323183875759	8.875043392181396	40	40	52	0.25
poverty_A	CatBoostEncoder	Single	None	7512	22536	0.5154419595314164	0.5154419595314164	0.5274671636492723	38	0.7746306123276163	0.5485171975228239	0.5720604833462329	9.434112787246704	40	40	25	0.5
poverty_A	CatBoostEncoder	Single	None	11268	22536	0.5154419595314164	0.5154419595314164	0.5274671636492723	38	0.7783769232796187	0.5372990835640438	0.5539699268307093	11.178505897521973	40	40	87	0.75
poverty_A	CatBoostEncoder	Single	gan	788	22536	0.5619174434087882	0.5824873096446701	0.5274671636492723	38	0.9421522331067809	0.5516229422751163	0.5869937181884348	8.291184902191162	40	40	100	0.05
poverty_A	CatBoostEncoder	Single	gan	1652	22536	0.5679094540612517	0.6071428571428571	0.5274671636492723	38	0.9128941151595166	0.5922561736635842	0.5445247344064106	8.876214265823364	40	40	74	0.1
poverty_A	CatBoostEncoder	Single	gan	4695	22536	0.5362087326943556	0.627689030883919	0.5274671636492723	38	0.891289713449121	0.6112995961809725	0.5787338786848135	9.212333679199219	40	40	41	0.25
poverty_A	CatBoostEncoder	Single	gan	11268	22536	0.5154419595314164	0.6769613063542776	0.5274671636492723	38	0.8806414626978063	0.7688883144925891	0.5688070955325766	10.436711311340332	40	40	42	0.5
poverty_A	CatBoostEncoder	Single	gan	19719	22536	0.5154419595314164	0.7230082661392565	0.5274671636492723	38	0.8759691599411358	0.8052530370215738	0.5569678295071181	13.256612777709961	40	40	10	0.75
poverty_A	CatBoostEncoder	Single	sample_original	788	22536	0.5619174434087882	0.5355329949238579	0.5274671636492723	38	0.9429218068418079	0.527533157654028	0.5362147347976903	8.915942430496216	40	40	135	0.05
poverty_A	CatBoostEncoder	Single	sample_original	1652	22536	0.5679094540612517	0.5163438256658596	0.5274671636492723	38	0.9487247794533682	0.5118483671218681	0.49198515068132703	8.978588819503784	40	40	82	0.1
poverty_A	CatBoostEncoder	Single	sample_original	4695	22536	0.5362087326943556	0.5033013844515442	0.5274671636492723	38	0.8632332457785014	0.5921758366469347	0.6177291359538557	8.948752880096436	40	40	44	0.25
poverty_A	CatBoostEncoder	Single	sample_original	11268	22536	0.5154419595314164	0.5195243166489173	0.5274671636492723	38	0.7676107600906276	0.6234098148367526	0.6841640681225339	11.036270380020142	40	40	68	0.5
poverty_A	CatBoostEncoder	Single	sample_original	19719	22536	0.5154419595314164	0.5316699629798671	0.5274671636492723	38	0.7549028313503439	0.5012396290200846	0.4823346055754006	14.260282754898071	40	40	58	0.75
credit	CatBoostEncoder	Single	None	6150	184507	0.07788617886178861	0.07788617886178861	0.08026253746470324	18	0.9527241954477089	0.7323328624969723	0.7206022513811922	13.163346529006958	120	120	34	0.05
credit	CatBoostEncoder	Single	None	12300	184507	0.07707317073170732	0.07707317073170732	0.08026253746470324	18	0.93940969341188	0.7321126469942714	0.727353023208482	14.704874038696289	120	120	60	0.1
credit	CatBoostEncoder	Single	None	30751	184507	0.08012747552925108	0.08012747552925108	0.08026253746470324	18	0.8619422979468002	0.7307417093245144	0.7347498739187317	18.71873188018799	120	120	66	0.25
credit	CatBoostEncoder	Single	None	61502	184507	0.08012747552925108	0.08012747552925108	0.08026253746470324	18	0.8156249961470617	0.7276302952342422	0.7347198003949358	26.168806552886963	120	120	74	0.5
credit	CatBoostEncoder	Single	None	92253	184507	0.08095129697679208	0.08095129697679208	0.08026253746470324	18	0.8201713878566016	0.7397918520907603	0.7438959238341907	34.938451051712036	120	120	113	0.75
credit	CatBoostEncoder	Single	gan	6457	184507	0.07788617886178861	0.07820969490475453	0.08026253746470324	18	0.9764313232501689	0.7512394460240639	0.7233483986540664	13.694202423095703	120	120	62	0.05
credit	CatBoostEncoder	Single	gan	13530	184507	0.07707317073170732	0.07612712490761271	0.08026253746470324	18	0.9492452184466019	0.7380827184466019	0.7251976787296043	14.91127061843872	120	120	67	0.1
credit	CatBoostEncoder	Single	gan	38438	184507	0.08012747552925108	0.08106561215463864	0.08026253746470324	18	0.9090391347620926	0.754624152577333	0.7350776851368745	22.562947273254395	120	120	124	0.25
credit	CatBoostEncoder	Single	gan	92253	184507	0.08012747552925108	0.08194855451855224	0.08026253746470324	18	0.9420176537916681	0.7938256531874146	0.7389970416524646	53.786041021347046	120	120	433	0.5
credit	CatBoostEncoder	Single	gan	161442	184507	0.08095129697679208	0.08093928469667125	0.08026253746470324	18	0.9773945217063078	0.831071104961706	0.7412463491556259	205.97851586341858	120	120	1701	0.75
credit	CatBoostEncoder	Single	sample_original	6457	184507	0.07788617886178861	0.07882917763667338	0.08026253746470324	18	0.9632578345100518	0.7369329014193641	0.7176956499719532	13.45695972442627	120	120	74	0.05
credit	CatBoostEncoder	Single	sample_original	13530	184507	0.07707317073170732	0.07723577235772358	0.08026253746470324	18	0.9563164074401242	0.7443696071649616	0.7271938929573681	16.719157934188843	120	120	100	0.1
credit	CatBoostEncoder	Single	sample_original	38438	184507	0.08012747552925108	0.08124772360684739	0.08026253746470324	18	0.9243948541074898	0.7622272437440326	0.7365072545915403	25.5328631401062	120	120	198	0.25
credit	CatBoostEncoder	Single	sample_original	92253	184507	0.08012747552925108	0.08205695207743921	0.08026253746470324	18	0.9810895339132031	0.8042303392590467	0.7370427261844282	79.69111585617065	120	120	844	0.5
credit	CatBoostEncoder	Single	sample_original	161442	184507	0.08095129697679208	0.08109413907161706	0.08026253746470324	18	0.9687607131301714	0.8255935205394949	0.742136276798759	141.1157841682434	120	120	1042	0.75
taxi	CatBoostEncoder	Single	None	17851	535535	0.561313091703546	0.561313091703546	0.8227697536108751	5	0.7615306475536557	0.646381333555182	0.5250318412788527	4.8244500160217285	7	7	29	0.05
taxi	CatBoostEncoder	Single	None	35702	535535	0.4692454204246261	0.4692454204246261	0.8227697536108751	5	0.8141689234410135	0.7586013081249271	0.5155964532845364	5.683969020843506	7	7	30	0.1
taxi	CatBoostEncoder	Single	None	89255	535535	0.5131253151083973	0.5131253151083973	0.8227697536108751	5	0.7451712701819895	0.7748186166915605	0.543891241982895	8.106499910354614	7	7	15	0.25
taxi	CatBoostEncoder	Single	None	178511	535535	0.533126810112542	0.533126810112542	0.8227697536108751	5	0.7613935320974424	0.728291886604595	0.5629126746936868	20.373082399368286	7	7	109	0.5
taxi	CatBoostEncoder	Single	None	267766	535535	0.5815226727814584	0.5815226727814584	0.8227697536108751	5	0.719079048652581	0.6419974904886212	0.49650558457388094	20.892715215682983	7	7	48	0.75
taxi	CatBoostEncoder	Single	gan	18743	535535	0.561313091703546	0.5641572853865443	0.8227697536108751	5	0.7598714244280431	0.5914784556920778	0.48656500218380583	5.255659580230713	7	7	29	0.05
taxi	CatBoostEncoder	Single	gan	39272	535535	0.4692454204246261	0.47787227541250765	0.8227697536108751	5	0.8336661476148247	0.7698562281858764	0.4912398915266225	8.154317140579224	7	7	76	0.1
taxi	CatBoostEncoder	Single	gan	111568	535535	0.5131253151083973	0.48767567761365266	0.8227697536108751	5	0.7911678584412571	0.7797101169322348	0.5265006448716775	11.239099025726318	7	7	50	0.25
taxi	CatBoostEncoder	Single	gan	267766	535535	0.533126810112542	0.6559085171380982	0.8227697536108751	5	0.8660098515755502	0.8456732827961997	0.5373428720240516	20.924078226089478	7	7	60	0.5
taxi	CatBoostEncoder	Single	gan	468590	535535	0.5815226727814584	0.6128193089908022	0.8227697536108751	5	0.825626069418726	0.7902174878641041	0.526980184147693	40.348939657211304	7	7	96	0.75
taxi	CatBoostEncoder	Single	sample_original	18743	535535	0.561313091703546	0.5562610041082003	0.8227697536108751	5	0.7675420142171343	0.639305055797575	0.5118678397122456	5.168023109436035	7	7	38	0.05
taxi	CatBoostEncoder	Single	sample_original	39272	535535	0.4692454204246261	0.43649419433693215	0.8227697536108751	5	0.8273389418647688	0.8436326989449704	0.5470727547432738	7.189561367034912	7	7	66	0.1
taxi	CatBoostEncoder	Single	sample_original	111568	535535	0.5131253151083973	0.42115122615803813	0.8227697536108751	5	0.8203346240505904	0.7872740574701714	0.5564292427170119	12.47060513496399	7	7	79	0.25
taxi	CatBoostEncoder	Single	sample_original	267766	535535	0.533126810112542	0.3864232202744187	0.8227697536108751	5	0.7782898628462955	0.7787353721670882	0.5418087488008634	17.32105803489685	7	7	17	0.5
taxi	CatBoostEncoder	Single	sample_original	468590	535535	0.5815226727814584	0.4923237798501889	0.8227697536108751	5	0.7478875643555635	0.7609802109811412	0.5445782397760078	28.39053201675415	7	7	27	0.75
